name,post,address,lat,lng,monday,tuesday,wednesday,thursday,friday,saturday,sunday,tel,fax
あべや薬局,556-0024,大阪府大阪市浪速区塩草3-4-7,34.6617985,135.488569,,,,,,,,06-6561-3915,06-6561-9150
中島薬局<三鷹>,181-0001,東京都三鷹市井の頭5-7-37　ｴﾙｴｽﾊｳｽ1F,35.6957862,139.5779582,,,,,,,,0422-49-7816,0422-49-7829
ドラッグぱぱす明石町店,104-0044,東京都中央区明石町7-15,35.6675513,139.7783715,,,,,,,,03-3547-3393,03-3547-3394
ウエルシア狭山台店,350-1304,埼玉県狭山市狭山台1-13-4,35.8597416,139.4318593,,,,,,,,04-2999-5522,04-2999-5523
日本調剤用賀中央薬局,158-0098,東京都世田谷区上用賀6-25-1,35.637332,139.6260301,,,,,,,,03-6413-9651,03-6413-9652
ハックドラッグ港南台薬局,234-0054,神奈川県横浜市港南区港南台4-24-17,35.3787928,139.575901,,,,,,,,045-830-5127,045-830-5128
ハックドラッグ戸塚上倉田店,244-0816,神奈川県横浜市戸塚区上倉田479-2,35.3987307,139.5361982,,,,,,,,045-869-3191,045-869-3212
さくら薬局大阪船越店,540-0036,大阪府大阪市中央区船越町2-1-5　吉見ﾋﾞﾙ1F,34.6876611,135.5143956,,,,,,,,06-6941-0574,06-6940-0565
トモズ駒沢駅前店,154-0011,東京都世田谷区上馬4-4-5,35.6335266,139.6611239,,,,,,,,03-5712-5200,03-5712-5202
オハマ薬局,194-0043,東京都町田市成瀬台3-8-17,35.5549497,139.4784075,,,,,,,,042-739-6466,0120-43-1661
のぞみ調剤薬局,065-0017,北海道札幌市東区北十七条東15丁目1-8　環状通東ﾋﾞﾙ,43.0845291,141.3723969,,,,,,,,011-742-1705,011-742-1721
ぱぱす薬局月島1丁目店,104-0052,東京都中央区月島1-5-2　ｷｬﾋﾟﾀﾙｹﾞｰﾄﾌﾟﾚｲｽ109,35.6642461,139.7840765,,,,,,,,03-5547-8814,03-5547-8829
ウエルシア加須久下店,347-0063,埼玉県加須市久下3-435-19,36.122831,139.6123375,,,,,,,,0480-67-7005,0480-67-7006
芝口薬局 ,105-0004,東京都港区新橋1-4-3,35.6678571,139.7593529,,,,,,,,03-3571-6809,03-3575-4719
池田薬局山王中園店,010-0953,秋田県秋田市山王中園町10-28,39.7145107,140.0935017,,,,,,,,018-883-0780,018-883-0781
フレンド薬局合志店,861-1112,熊本県合志市幾久富1909-221,32.8665843,130.7694189,,,,,,,,096-201-7722,096-201-7723
ウエルシアエキュート赤羽みなみ店,115-0045,東京都北区赤羽1-1-1　赤羽駅南口改札外,35.7756145,139.7219064,,,,,,,,03-5939-6307,03-5939-6308
ドラッグストアコスモス駒川店,546-0043,大阪府大阪市東住吉区駒川5-17-10,34.6173476,135.5321862,,,,,,,,06-6692-4100,06-6692-4110
ウエルシア野田七光台店,278-0051,千葉県野田市七光台4-2,35.9814866,139.852852,,,,,,,,04-7127-8865,04-7127-8850
そうごう薬局権太坂スクエア店,240-0026,神奈川県横浜市保土ヶ谷区権太坂3-1-3　権太坂ｽｸｴｱ,35.4382947,139.5744729,,,,,,,,045-714-1961,045-714-1962
つばめ薬局,115-0043,東京都北区神谷1-15-1,35.76663,139.7350657,,,,,,,,03-5390-6303,03-5390-6304
ウエルシア川越仙波2号店,350-0034,埼玉県川越市仙波町2-3-8,35.9085471,139.4884821,,,,,,,,049-229-3931,049-229-3932
かもめ薬局大野台店,252-0331,神奈川県相模原市南区大野台6-19-12　大野台ｸﾘﾆｯｸﾋﾞﾙ1F,35.5498641,139.4151126,,,,,,,,042-707-1600,042-707-1601
マルニ薬局上馬店,154-0011,東京都世田谷区上馬4-39-7,35.6383503,139.6585789,,,,,,,,03-3422-0982,03-3422-1283
きらり薬局新検見川店,262-0023,千葉県千葉市花見川区検見川町3-301-24,35.6501314,140.0731939,,,,,,,,043-307-1059,043-307-1069
阿部薬局,262-0022,千葉県千葉市花見川区南花園1-44-9,35.6513527,140.0742438,,,,,,,,043-350-4970,043-350-4975
スギ薬局新井薬師店,165-0026,東京都中野区新井5-1-3　ﾊﾟｽﾃﾙ中野1F,35.7134231,139.668129,,,,,,,,080-4913-5190,03-3387-6855
薬局マツモトキヨシ新浦安美浜店,279-0011,千葉県浦安市美浜1-7-1,35.6525812,139.9110404,,,,,,,,047-711-0161,047-711-0161
水前寺ごふく薬局,862-0950,熊本県熊本市中央区水前寺2-6-1,32.7939842,130.7329202,,,,,,,,096-213-1020,096-213-1021
ドラッグストアマツモトキヨシ武蔵境店,180-0022,東京都武蔵野市境1-16-18-1F,35.7039578,139.5484127,,,,,,,,0422-52-3530,0422-52-3530
フラワー薬局東中野店,164-0003,東京都中野区東中野5-1-1　ﾕﾆｿﾞﾝﾓｰﾙ3F,35.7067772,139.68729,,,,,,,,03-5332-9577,03-5332-9588
クオール薬局神宮前店,150-0001,東京都渋谷区神宮前6-8-6　OSDﾋﾞﾙ1F,35.6669111,139.7056369,,,,,,,,03-3797-0075,03-3797-0085
日本調剤武蔵中原薬局,211-0041,神奈川県川崎市中原区下小田中3-33-7,35.5722759,139.6411676,,,,,,,,044-750-1186,044-750-1187
坂本薬局妙蓮寺店,222-0011,神奈川県横浜市港北区菊名1-2-4,35.4980449,139.6330423,,,,,,,,045-633-8238,045-633-8543
滋養堂薬局,179-0081,東京都練馬区北町2-22-11,35.767901,139.6616109,,,,,,,,03-3931-6115,03-3931-6353
クリエイトS・D新宿若松町店,162-0056,東京都新宿区若松町32-1　ﾌﾟﾗｻﾞ小島屋1F,35.7001749,139.7204393,,,,,,,,03-5155-3585,03-5155-3586
スギ薬局馬車道店,231-0007,神奈川県横浜市中区弁天通4-53-1,35.4487459,139.6368806,,,,,,,,045-306-9472,045-306-9473
スマイル薬局芝浦3丁目店,108-0023,東京都港区芝浦3-2-22,35.6443054,139.7496359,,,,,,,,03-6809-3144,03-6809-3156
えのき薬局,208-0013,東京都武蔵村山市大南2-1-16,35.7422974,139.3980531,,,,,,,,042-590-5600,042-590-1121
労災病院前調剤薬局,866-0826,熊本県八代市竹原町1658-1,32.5166846,130.627205,,,,,,,,0965-30-8808,0965-30-8807
ウエルシア薬局日本橋1号店(B.B.O.N)*,103-0027,東京都中央区日本橋2-1-10　柳屋ﾋﾞﾙ1階,35.6830377,139.7720243,,,,,,,,03-3516-3232,03-3516-3233
ベル薬局国府台,272-0827,千葉県市川市国府台4-1-5,35.7493856,139.9026813,,,,,,,,047-703-8778,047-703-8778
薬局アイリス,124-0006,東京都葛飾区堀切4-28-15,35.7478277,139.8234997,,,,,,,,03-6662-9217,03-6662-9218
トモズ新宿二丁目店,160-0022,東京都新宿区新宿2-5-10　成信ﾋﾞﾙ1F,35.6895674,139.7070646,,,,,,,,03-5361-8320,03-5363-5166
ウエルシア新座市役所前店,352-0011,埼玉県新座市野火止1-14-14,35.7929032,139.5676562,,,,,,,,048-483-7525,048-483-7526
チェリー薬局,350-1331,埼玉県狭山市新狭山3-11-6,35.8731743,139.433227,,,,,,,,04-2900-1193,04-2900-1185
イオン薬局イオンスタイルユーカリが丘,285-0850,千葉県佐倉市西ユーカリが丘6-12-3,35.7275907,140.1518137,,,,,,,,043-489-1950,043-489-1951
サクラギ薬局,360-0036,埼玉県熊谷市桜木町1-76,36.1371445,139.3892462,,,,,,,,048-523-0712,048-523-0712
そうごう薬局久我山店,168-0081,東京都杉並区宮前5-15-21　日通久我山ビル2階,35.6938231,139.6016834,,,,,,,,03-5336-7881,03-5336-7882
ウエルシア川越小仙波店,350-0031,埼玉県川越市小仙波694-8,35.9195719,139.5016755,,,,,,,,049-229-6028,049-229-6029
ノムラ薬局豊田北口店,191-0062,東京都日野市多摩平1-2-1,35.6603546,139.3807456,,,,,,,,042-583-6262,042-583-2698
ドラッグストアマツモトキヨシ新ひばりヶ丘店*,188-0001,東京都西東京市谷戸町2-1-80,35.7441968,139.5416793,,,,,,,,0424-63-7862,0424-63-7862
池袋あうる薬局,170-0013,東京都豊島区東池袋4-42-16,35.727547,139.7208703,,,,,,,,03-3984-7540,03-3984-7546
薬マツモトキヨシ所沢プロペ通り店,359-1123,埼玉県所沢市日吉町4-3,35.788408,139.4720558,,,,,,,,04-2921-6080,04-2921-6080
イオン薬局鎌ケ谷店,273-0107,千葉県鎌ケ谷市新鎌ケ谷2-7-1,35.7784303,140.0011225,,,,,,,,047-441-7899,047-441-7902
イオン薬局津田沼店,275-0016,千葉県習志野市津田沼1-23-1,35.6902655,140.0249065,,,,,,,,047-455-6032,047-455-6033
和田薬局,154-0001,東京都世田谷区池尻4-38-13,35.6548168,139.6738334,,,,,,,,03-6805-2299,03-6805-2130
ウエルシアミッテン府中店,183-0023,東京都府中市宮町1-41-2　ﾐｯﾃﾝ府中B1F,35.6703705,139.4800123,,,,,,,,042-319-9189,042-319-9190
スギドラッグ堺深井店,599-8262,大阪府堺市中区八田北町475,34.5248593,135.4801806,,,,,,,,080-3433-5251,072-279-7282
ウエルシア勝浦新官店,299-5224,千葉県勝浦市新官1337,35.1523304,140.3194012,,,,,,,,0470-73-9032,0470-73-9033
スズラン薬局向島店,131-0033,東京都墨田区向島3-33-15,35.7117722,139.808292,,,,,,,,03-5637-9688,03-5637-9687
サエラ薬局三鷹店,180-0006,東京都武蔵野市中町1-12-10　ｽｶｲｹﾞｰﾄﾀﾜｰ5F,35.7044945,139.5609526,,,,,,,,0422-50-1771,0422-50-1772
秋山薬局<神奈川>,211-0034,神奈川県川崎市中原区井田中ノ町33-6,35.5651126,139.6458552,,,,,,,,044-766-2264,044-766-2264
菊名調剤薬局,222-0013,神奈川県横浜市港北区錦が丘16-16-1F,35.5094769,139.6307263,,,,,,,,045-433-3555,045-439-4551
そうごう薬局上南部店,861-8010,熊本県熊本市東区上南部2-4-1,32.8277811,130.7648596,,,,,,,,096-349-7501,096-389-1532
アイセイ薬局京成船橋店,273-0005,千葉県船橋市本町1-13-19,35.6992032,139.9834247,,,,,,,,047-495-1500,047-437-6320
新生堂薬局下曽根店,800-0226,福岡県北九州市小倉南区田原新町3-6-3,33.8286038,130.9297728,,,,,,,,093-474-3327,093-474-3328
薬局MANY南森町店,530-0044,大阪府大阪市北区東天満1-10-14　MF南森町2ビル,34.697038,135.5149547,,,,,,,,06-6949-8548,06-6949-8548
徳永薬局向陽台店,206-0803,東京都稲城市向陽台3-5-4,35.6386415,139.4869175,,,,,,,,042-370-7255,042-370-7275
クオール薬局BINO御徒町店,110-0005,東京都台東区上野3-21-5　Bino御徒町2F,35.7062071,139.774034,,,,,,,,03-6284-4589,03-6284-4590
三田ハウス調剤薬局,108-0073,東京都港区三田5-2-18-103,35.647217,139.7375566,,,,,,,,03-6435-4347,03-6435-4348
エース薬局朝霞調剤センター,351-0011,埼玉県朝霞市本町1-33-48,35.80203,139.5951446,,,,,,,,048-450-8931,048-450-8932
大沢薬局朝霞南口店,351-0011,埼玉県朝霞市本町2-5-19,35.7972012,139.5993267,,,,,,,,048-464-3315,048-464-9415
イオン薬局佐久平店,385-0029,長野県佐久市佐久平駅南11-10,36.2757083,138.4640467,,,,,,,,0267-66-3152,0267-66-3375
ナチュラルローソンクオール薬局東品川4丁目店,140-0002,東京都品川区東品川4-5-22,35.6090525,139.7466711,,,,,,,,03-6718-4089,0120-143-901
ザグザグ薬局大元店,700-0924,岡山県岡山市北区大元1-13-18,34.6469908,133.9029442,,,,,,,,086-805-1305,086-805-1305
調剤薬局ツルハドラッグ仙台五橋店,984-0022,宮城県仙台市若林区五橋3-2-1-1F,38.2537047,140.881991,,,,,,,,022-212-3268,022-212-368
鳥取中央薬局,680-0833,鳥取県鳥取市末広温泉町362,35.495194,134.2303791,,,,,,,,0857-24-0154,0857-24-0155
ココカラファイン薬局成瀬店,194-0044,東京都町田市成瀬4-1-3,35.5436655,139.4746713,,,,,,,,042-732-6714,042-732-6715
ドラッグストアモリ上津店,830-0056,福岡県久留米市本山1-3-15,33.2870734,130.519544,,,,,,,,0942-21-6066,0942-21-6066
ウエルシア千葉高津戸店,267-0053,千葉県千葉市緑区高津戸町84-12,35.5326554,140.2608201,,,,,,,,043-295-1593,043-295-1594
(有)フジヒラ薬局,296-0001,千葉県鴨川市横渚970-1,35.1095061,140.1035529,,,,,,,,047-092-1951,047-092-1941
クスリのアオキ新富店,939-1343,富山県砺波市新富町5-47,36.6391128,136.9485563,,,,,,,,0763-33-1012,0120-505-362
アイン薬局日本医大北総店,270-1613,千葉県印西市鎌苅1715,35.7808775,140.1983901,,,,,,,,0476-85-6966,0476-85-6967
稲垣薬局サンロード店,180-0004,東京都武蔵野市吉祥寺本町1-11-27,35.7055036,139.5806275,,,,,,,,0422-23-8083,0422-23-8084
日本調剤小岩薬局,133-0051,東京都江戸川区北小岩6-15-5　第2石井ﾋﾞﾙ1Ｆ,35.7423369,139.8843409,,,,,,,,03-5622-0601,03-5622-0603
薬局トモズ野沢店,154-0003,東京都世田谷区野沢2-5-20　ﾊﾟｽﾄﾗﾙ野沢壱番館1Ｆ,35.6324218,139.671159,,,,,,,,03-5431-5461,03-5431-5462
日生薬局広尾店*,107-0062,東京都港区南青山7-14-7　西川ﾋﾞﾙ1F,35.6565858,139.7178556,,,,,,,,03-5469-8851,03-5469-8852
ドラッグセイムス浦和駅東口店,330-0055,埼玉県さいたま市浦和区東高砂町1-9-1,35.8587124,139.6576663,,,,,,,,048-813-1670,048-813-1671
ツルハドラッグ西町北店,063-0061,北海道札幌市西区西町北10-1-6,43.0813861,141.2860953,,,,,,,,011-688-5165,011-688-5165
とおやま薬局アミュプラザ小倉店,802-0001,福岡県北九州市小倉北区浅野1-1-1　ｱﾐｭﾌﾟﾗｻﾞ小倉地下1F,33.8865122,130.8823211,,,,,,,,093-967-2552,093-967-2883
ウエルシア狭山東三ツ木店,350-1302,埼玉県狭山市東三ツ木197-1,35.8704678,139.4356723,,,,,,,,04-2969-6697,04-2969-6678
スギ薬局北入曽店,350-1315,埼玉県狭山市大字北入曽720-1　ﾔｵｺｰ北入曽店内,35.844969,139.4299213,,,,,,,,080-7037-0478,0800-919-7205
ウエルシア板橋赤塚店,175-0092,東京都板橋区赤塚6-1-26,35.7733876,139.6462424,,,,,,,,03-5904-7811,03-5904-7811
薬マツモトキヨシ北千住駅前店,120-0034,東京都足立区千住2-59,35.7501762,139.8038258,,,,,,,,03-3881-6854,03-3881-6854
イオン薬局桂川店*,601-8211,京都府京都市南区久世高田町376-1,34.9615212,135.7085288,,,,,,,,075-925-3132,075-925-3133
フラワー薬局野方店,165-0027,東京都中野区野方5-3-1　野方WIZ103,35.7183387,139.6531414,,,,,,,,03-5356-9044,03-5356-9045
やまと調剤薬局,165-0034,東京都中野区大和町1-64-1　ﾋﾞｱﾝｶｰﾗ高円寺,35.709822,139.6499718,,,,,,,,03-3337-3380,03-3337-3380
イオックス薬局高円寺店,165-0034,東京都中野区大和町1-31-5-1F,35.7096097,139.6517355,,,,,,,,03-5364-9120,03-5364-9121
イオン薬局イオンスタイル広島府中,735-0021,広島県安芸郡府中町大須2-1-1,34.3923838,132.4999356,,,,,,,,082-561-0230,082-561-0231
スギ薬局吉祥寺店,180-0004,東京都武蔵野市吉祥寺本町1-8-3　三松ﾋﾞﾙ,35.7043122,139.5794762,,,,,,,,080-4832-5373,0422-27-6642
けやき薬局,180-0004,東京都武蔵野市吉祥寺本町1-4-15　ﾎﾜｲﾄﾊｳｽﾋﾞﾙ1F,35.7032834,139.578465,,,,,,,,0422-21-6041,0422-21-3200
サンキュードラッグ一枝薬局,804-0021,福岡県北九州市戸畑区一枝2-3-35,33.8855892,130.840958,,,,,,,,093-873-2139,093-873-2140
イオン薬局木更津店,292-0835,千葉県木更津市築地1-4,35.3648754,139.9097512,,,,,,,,0438-38-8609,0438-38-8619
ココカラファイン薬局真駒内店,005-0014,北海道札幌市南区真駒内幸町2-1-12　ミューｸﾘｽﾀﾙ地下1F,42.9904622,141.3545625,,,,,,,,011-582-2783,011-582-4867
イオン薬局木更津店,292-0835,千葉県木更津市築地1-4,35.3648754,139.9097512,,,,,,,,0438-38-8609,0438-38-8619
ウエルシア葛飾東立石店,124-0013,東京都葛飾区東立石1-12-9,35.7300562,139.8479667,,,,,,,,03-5654-2128,03-5654-2129
薬マツモトキヨシmatsukiyoLAB柏駅西口店,277-0842,千葉県柏市末広町4-1　神崎ﾋﾞﾙ1F,35.8629069,139.9700416,,,,,,,,04-7140-1822,04-7140-1822
杏林堂薬局東陽町店,135-0016,東京都江東区東陽2-4-26,35.6685974,139.816667,,,,,,,,03-5606-4351,03-5606-4352
ウエルシア小野天神店,675-1316,兵庫県小野市天神町815-1,34.8451561,134.9452586,,,,,,,,0794-64-6032,0794-64-6033
クリエイトS・D柿の木台店,227-0048,神奈川県横浜市青葉区柿の木台4-7　ﾎﾞﾅｰﾙもえぎ野,35.5493715,139.5257509,,,,,,,,045-979-0650,045-979-0651
調剤薬局日本メディカルシステム北戸田店,335-0021,埼玉県戸田市新曽1991　ﾘﾉﾘｰｿﾞ103,35.8281085,139.6618493,,,,,,,,048-242-5706,048-242-5707
本吉調剤薬局,988-0381,宮城県気仙沼市本吉町津谷新明戸326-1,38.787505,141.501414,,,,,,,,0226-42-1088,0226-42-1089
日本調剤ザガーデン薬局,211-0063,神奈川県川崎市中原区小杉町2-228-1　ﾊﾟｰｸｼﾃｨ武蔵小杉ｻﾞｶﾞｰﾃﾞﾝﾀﾜｰｽﾞW1,35.5777384,139.6550573,,,,,,,,044-543-9002,044-543-9003
ウエルシア柏南増尾店,277-0054,千葉県柏市南増尾8-3-31,35.8116461,139.9585732,,,,,,,,04-7160-7620,04-7160-7620
アイリス薬局松山平和通店,790-0807,愛媛県松山市平和通1-5-23,33.8478617,132.7739402,,,,,,,,089-992-9251,089-992-9252
クローブ薬局,142-0041,東京都品川区戸越1-7-1　東急戸越ﾋﾞﾙ1F,35.6166981,139.7176411,,,,,,,,03-5751-7388,03-5751-7255
調剤薬局日本メディカルシステム伊勢原店,259-1132,神奈川県伊勢原市桜台1-2-34　伊勢原大神宮ﾋﾞﾙ1F,35.3950661,139.3133644,,,,,,,,0463-74-6395,0463-74-6396
mac南国調剤薬局,783-0006,高知県南国市篠原170-1,33.5695536,133.6350571,,,,,,,,088-863-7720,088-863-7721
薬マツモトキヨシ下井草店,167-0022,東京都杉並区下井草3-38-18　ﾚｳﾞｫ1階,35.7232417,139.6241981,,,,,,,,03-3394-6515,03-3394-6515
イオンフードスタイルソコラ塚口店薬局,661-0012,兵庫県尼崎市南塚口町2-1-3　1階,34.7521186,135.4153905,,,,,,,,06-6427-4466,0120-624-702
おばなわ薬局,167-0023,東京都杉並区上井草3-31-15　石泉ﾋﾞﾙ102,35.7248794,139.6032791,,,,,,,,03-3394-1701,03-3394-1701
大手前薬局谷町店*,540-0025,大阪府大阪市中央区徳井町1-1-8,34.6842055,135.5160439,,,,,,,,06-6943-9433,06-6941-8876
ウエルシア千葉土気店,267-0067,千葉県千葉市緑区あすみが丘東2-19-3,35.5254962,140.2802402,,,,,,,,043-205-7750,043-205-7751
ウエルシア流山美原店,270-0103,千葉県流山市美原3-2-1,35.9025016,139.9014576,,,,,,,,04-7153-6631,04-7153-6632
えがおde薬局,542-0073,大阪府大阪市中央区日本橋1-16-19　ｼｬﾄｰｱﾙｰﾌ1F,34.6667115,135.5072412,,,,,,,,06-6556-9192,06-6556-9193
両国調剤薬局,130-0021,東京都墨田区緑1-14-4,35.6944469,139.7991715,,,,,,,,03-5600-5068,03-5600-5068
フレンズ調剤薬局,194-0046,東京都町田市西成瀬3-19-22,35.5514645,139.4720312,,,,,,,,042-724-1306,042-724-1306
スギドラッグ千里山店,565-0843,大阪府吹田市千里山松が丘26-12　ﾒｿﾞﾝﾘﾗ千里山1Ｆ,34.7792332,135.5080305,,,,,,,,06-6310-9777,06-6387-8817
スギドラッグ佐井寺店,565-0836,大阪府吹田市佐井寺3丁目20番32号,34.7855645,135.5148199,,,,,,,,06-4861-3051,06-6330-5025
ウエルシア薬局大和中央林間店,242-0007,神奈川県大和市中央林間8-25-2,35.5087018,139.4491036,,,,,,,,046-278-2161,046-278-2162
ウエルシア流山おおたかの森店,270-0128,千葉県流山市おおたかの森西4-9,35.874307,139.9196344,,,,,,,,04-7178-2889,04-7178-2888
イオン薬局那覇店,901-0155,沖縄県那覇市金城5-10-2　ｲｵﾝ那覇店1F,26.1969565,127.6657676,,,,,,,,098-891-8211,098-891-8212
𠮷川美南中央薬局,342-0038,埼玉県𠮷川市美南2-23-1　ﾒﾃﾞｨｶﾙセンター𠮷川美南1F,35.8670377,139.8565839,,,,,,,,048-982-7733,048-982-7734
サンドラッグフォレストモール木津川調剤薬局,619-0215,京都府木津川市梅美台1-1-1,34.7149337,135.8357335,,,,,,,,0774-71-8008,0774-71-8009
横浜西口薬局KS店,220-0004,神奈川県横浜市西区北幸1-11-5　相鉄KSビル4F,35.4673844,139.6178367,,,,,,,,045-290-0816,045-290-0817
トモズ汐留シティセンター店,105-0021,東京都港区東新橋1-5-2　汐留ｼﾃｨセンターB2F,35.6654972,139.7608806,,,,,,,,03-6215-9933,03-6215-9934
ドラッグスギヤマ大治店,490-1141,愛知県海部郡大治町馬島字山西39,35.1730249,136.8181313,,,,,,,,052-445-1200,052-445-1241
あけぼの薬局,162-0065,東京都新宿区住吉町2-18　ｳｨﾝ四谷104,35.6920778,139.7216564,,,,,,,,03-3358-6388,03-3341-8840
中西薬局,169-0075,東京都新宿区高田馬場3-2-5,35.7140083,139.7032339,,,,,,,,03-3371-6790,03-5386-4156
イオン薬局久里浜店,239-0831,神奈川県横須賀市久里浜5-13-1,35.2290339,139.7040612,,,,,,,,046-838-5240,046-838-5241
イオン薬局南砂店,136-0076,東京都江東区南砂6-7-15　ｲｵﾝ南砂店1階,35.6718431,139.8350845,,,,,,,,03-5677-3514,03-5677-3514
イオン薬局水戸内原店,319-0317,茨城県水戸市内原2-1,36.3748023,140.3595087,,,,,,,,029-259-9167,029-259-9165
ウエルシア長泉納米里店,411-0933,静岡県駿東郡長泉町納米里73-15,35.1489443,138.8986039,,,,,,,,055-980-5717,055-980-5727
薬マツモトキヨシ銀座5th店,104-0061,東京都中央区銀座5-5-1,35.6717509,139.7639102,,,,,,,,03-3574-7870,03-3574-7870
ドラッグストアマツモトキヨシ牧の原モア店*,270-1331,千葉県印西市牧の原1-1-3,35.8053539,140.1673698,,,,,,,,0476-45-7150,0476-45-7150
タマナ薬局,178-0064,東京都練馬区南大泉5-31-14,35.7491831,139.5698235,,,,,,,,03-6904-4941,03-6904-4942
フルヤマ薬局東千葉店,260-0041,千葉県千葉市中央区東千葉1-1-16,35.6199653,140.1248463,,,,,,,,043-287-6734,043-253-0030
スギ薬局松阪中央店,515-0015,三重県松阪市宮町51-3,34.5780954,136.5450763,,,,,,,,080-9467-5973,0598-50-1373
カワチ薬局塩尻店,399-0746,長野県塩尻市大門並木町11-10,36.1188961,137.9535977,,,,,,,,026-351-0510,0263-51-0511
薬局くすりの福太郎西船橋店,273-0031,千葉県船橋市西船4-22-1,35.7086766,139.9585343,,,,,,,,047-437-8897,047-437-8897
トモズEQUIA曳舟店,131-0032,東京都墨田区東向島2-26-6　EQUIA曳舟店1F,35.7181636,139.8165835,,,,,,,,03-6661-8655,03-5655-3511
ひきふね薬局,131-0032,東京都墨田区東向島2-13-15,35.7172239,139.8160852,,,,,,,,03-3618-3031,03-3618-3401
日本調剤瀬戸薬局,489-0065,愛知県瀬戸市西追分町160番地1階,35.2259718,137.0830702,,,,,,,,0561-89-6393,0561-89-6515
日本調剤聖マリア病院前薬局,830-0047,福岡県久留米市津福本町417-1,33.3042668,130.5085407,,,,,,,,0942-27-8446,0942-27-8486
日本調剤山手通薬局,466-0815,愛知県名古屋市昭和区山手通3丁目8-1　1F,35.1443581,136.9644319,,,,,,,,052-680-9935,052-680-9936
いずみ薬局岩見沢店,068-0030,北海道岩見沢市十条西4丁目2-1,43.1961297,141.7692137,,,,,,,,0126-23-7897,0126-35-4348
プラス薬局,164-0013,東京都中野区弥生町1-54-11,35.691313,139.6775187,,,,,,,,03-3373-8335,03-3373-8335
金山町薬局,332-0014,埼玉県川口市金山町12-1　ｻｳｽｹﾞｰﾄﾀﾜｰ川口102,35.7966072,139.7214655,,,,,,,,048-280-6739,048-280-6749
湘南薬局,244-0801,神奈川県横浜市戸塚区品濃町548-2　NSﾋﾞﾙ1F,35.431888,139.5580373,,,,,,,,045-822-4663,045-822-9398
クスリのナカヤマ薬局喜多見駅前店,157-0067,東京都世田谷区喜多見8-8-12　ｺｰﾎﾟ真木1F,35.6362619,139.5882648,,,,,,,,03-5727-1031,03-5727-1031
スギ薬局北入曽店,350-1315,埼玉県狭山市大字北入曽720-1　ﾔｵｺｰ北入曽店内,35.844969,139.4299213,,,,,,,,080-7037-0478,04-2950-5851
絹の台ふれあい薬局,300-2436,茨城県つくばみらい市絹の台２丁目4−１３,35.9787203,139.9805869,,,,,,,,0297-25-3636,0297-25-3656
クオール薬局平田店,272-0031,千葉県市川市平田4-3-6,35.7191303,139.919585,,,,,,,,047-393-3739,047-393-3756
カワチ薬品真岡西店,321-4337,栃木県真岡市上高間木3-2-1,36.4400431,139.9872462,,,,,,,,0285-80-7980,0285-80-7981
トモズ反町店,221-0825,神奈川県横浜市神奈川区反町3-17-2,35.4747601,139.625983,,,,,,,,045-628-9405,045-628-9406
緑園調剤薬局,245-0002,神奈川県横浜市泉区緑園2-1-6,35.4390419,139.5210372,,,,,,,,045-813-3601,045-813-3601
日本調剤安佐北薬局,731-0223,広島県広島市安佐北区可部南5-13-14,34.5055052,132.5150056,,,,,,,,082-819-3190,082-819-3191
日本調剤天使病院前薬局,065-0012,北海道札幌市東区北十二条東4-1-11,43.0777976,141.3661992,,,,,,,,011-752-8700,011-752-8880
日本調剤木町通薬局,980-0801,宮城県仙台市青葉区木町通1-8-18,38.2706674,140.8620536,,,,,,,,022-217-6672,022-217-6675
トモズ武蔵新城店,211-0044,神奈川県川崎市中原区新城1-3-1,35.5854475,139.6309409,,,,,,,,044-799-7944,044-381-7727
ウエルシア熊谷佐谷田店,360-0023,埼玉県熊谷市佐谷田2402-1,36.1267201,139.4171372,,,,,,,,048-525-8261,048-525-8265
かるがも調剤薬局,120-0003,東京都足立区東和2-10-3,35.7688471,139.8433795,,,,,,,,03-3629-0494,03-3629-1914
ハックドラッグあざみ野店,225-0011,神奈川県横浜市青葉区あざみ野1-11-2,35.5684325,139.5519977,,,,,,,,045-909-1427,045-909-1455
そうごう薬局浦和店,330-0061,埼玉県さいたま市浦和区常盤9-4-4,35.8665794,139.6462804,,,,,,,,048-823-5731,048-823-5732
クラフト薬局南浦和店,336-0017,埼玉県さいたま市南区南浦和2-31-19,35.8495909,139.6722555,,,,,,,,048-881-1001,048-881-1027
薬局アポック入間店,358-0003,埼玉県入間市豊岡1-5-23　ｵﾃﾞｯｾｲﾋﾞﾙ1F,35.8366072,139.3877932,,,,,,,,04-2960-1620,04-2960-1621
ツルハドラッグ秋田川尻店,010-0943,秋田県秋田市川尻御休町5-27,39.713303,140.095758,,,,,,,,018-896-4268,018-896-4268
うさぎ薬局新松戸店,270-0034,千葉県松戸市新松戸1-410-2,35.8279792,139.920617,,,,,,,,047-374-6651,047-374-6652
ドラッグスギヤマ三ノ輪店*,440-0837,愛知県豊橋市三ノ輪町本興寺15-2,34.7474224,137.4105217,,,,,,,,0532-65-8761,0532-65-8762
薬マツモトキヨシ天王洲アイル店,140-0002,東京都品川区東品川2-3-12　ｼｰﾌｫｰﾄｽｸｴｱ1F,35.6243988,139.7508765,,,,,,,,03-3474-1038,03-3474-1038
スギ薬局岩成台店,487-0033,愛知県春日井市岩成台5-2-7,35.2767928,137.0413357,,,,,,,,080-7576-1005,0568-95-0345
